部门,表中文名,表英文名,部门到前置机状态,异常原因说明,前置机到前置仓状态,异常原因说明,前置仓到贴源层状态,异常原因说明,,部门,表中文名,（前置仓）表英文名,部门到前置机对账状态,异常原因说明,前置仓数据量核对（数据表和对账表是否一致）【暂无更新、不具备采集条件、正常、异常、无法匹配】,异常原因说明,前置仓到贴源层调度状态,异常原因说明
人力资源社会保障厅,代码表(业务),scsb_resident_param01_aa11,正常,码表，不更新,未推送,,未推送,,,人力资源社会保障厅,养老离退休人员,einp_treatment01_ic10、einp_treatment02_ic10、einp_treatment03_ic10、einp_treatment04_ic10,未推送,,未推送,,未推送,
人力资源社会保障厅,代码表(省),scsb_pub_aa10ex,正常,码表，不更新,未推送,,未推送,,,人力资源社会保障厅,养老离退休人员,einp_treatment01_ic10、einp_treatment02_ic10、einp_treatment03_ic10、einp_treatment04_ic10,未推送,,未推送,,未推送,
人力资源社会保障厅,企业享受优惠政策人员申请信息表,rlzyshbzt_cb14,正常,,正常,,正常,,,人力资源社会保障厅,养老离退休人员,einp_treatment01_ic10、einp_treatment02_ic10、einp_treatment03_ic10、einp_treatment04_ic10,未推送,,未推送,,未推送,
人力资源社会保障厅,企业信息表_广元_广元市东西部协作就业帮扶平台,rlzyshbzt_platform_company_gy,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,病残津贴享受人员,einp_treatment01_ic19、einp_treatment02_ic19、einp_treatment03_ic19、einp_treatment04_ic19,未推送,,未推送,,未推送,
人力资源社会保障厅,企业信用信息记录表,rlzyshbzt_bb90,正常,,正常,,正常,,,人力资源社会保障厅,病残津贴享受人员,einp_treatment01_ic19、einp_treatment02_ic19、einp_treatment03_ic19、einp_treatment04_ic19,未推送,,未推送,,未推送,
人力资源社会保障厅,企业基本信息(数据监管),rlzyshbzt_jg_jgdx_qyjbxx,正常,,正常,,正常,,,人力资源社会保障厅,病残津贴享受人员,einp_treatment01_ic19、einp_treatment02_ic19、einp_treatment03_ic19、einp_treatment04_ic19,未推送,,未推送,,未推送,
人力资源社会保障厅,企业小额担保贷款申请符合条件人员列表,rlzyshbzt_cb91,正常,,正常,,正常,,,人力资源社会保障厅,病残津贴享受人员,einp_treatment01_ic19、einp_treatment02_ic19、einp_treatment03_ic19、einp_treatment04_ic19,未推送,,未推送,,未推送,
人力资源社会保障厅,企业诚信评价信息表,rlzyshbzt_bb91,正常,,正常,,正常,,,人力资源社会保障厅,享受待遇基本信息,einp_treatment01_ac60、einp_treatment02_ac60、einp_treatment03_ac60、einp_treatment04_ac60,未推送,,未推送,,未推送,
人力资源社会保障厅,全省事业单位基本信息,rlzyshbzt_sydwgzc_organization_dto,正常,,异常,字段不匹配且存在大量脏数据,未推送,,,人力资源社会保障厅,享受待遇基本信息,einp_treatment01_ac60、einp_treatment02_ac60、einp_treatment03_ac60、einp_treatment04_ac60,未推送,,未推送,,未推送,
人力资源社会保障厅,公益性岗位人员信息表,rlzyshbzt_cc11,正常,,正常,,正常,,,人力资源社会保障厅,享受待遇基本信息,einp_treatment01_ac60、einp_treatment02_ac60、einp_treatment03_ac60、einp_treatment04_ac60,未推送,,未推送,,未推送,
人力资源社会保障厅,养老保险人员实收明细,einp_collection01_ac08,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,享受待遇基本信息,einp_treatment01_ac60、einp_treatment02_ac60、einp_treatment03_ac60、einp_treatment04_ac60,未推送,,未推送,,未推送,
人力资源社会保障厅,养老保险人员实收明细,einp_collection02_ac08,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员定期待遇项目明细,einp_treatment01_ac61、einp_treatment02_ac61、einp_treatment03_ac61、einp_treatment04_ac61,未推送,,未推送,,未推送,
人力资源社会保障厅,养老保险人员实收明细,einp_collection03_ac08,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员定期待遇项目明细,einp_treatment01_ac61、einp_treatment02_ac61、einp_treatment03_ac61、einp_treatment04_ac61,未推送,,未推送,,未推送,
人力资源社会保障厅,养老保险人员实收明细,einp_collection04_ac08,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员定期待遇项目明细,einp_treatment01_ac61、einp_treatment02_ac61、einp_treatment03_ac61、einp_treatment04_ac61,未推送,,未推送,,未推送,
人力资源社会保障厅,养老离退休人员,einp_treatment01_ic10,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员定期待遇项目明细,einp_treatment01_ac61、einp_treatment02_ac61、einp_treatment03_ac61、einp_treatment04_ac61,未推送,,未推送,,未推送,
人力资源社会保障厅,养老离退休人员,einp_treatment02_ic10,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,待遇发放信息,einp_treatment01_ac63、einp_treatment02_ac63、einp_treatment03_ac63、einp_treatment04_ac63,未推送,,未推送,,未推送,
人力资源社会保障厅,养老离退休人员,einp_treatment03_ic10,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,待遇发放信息,einp_treatment01_ac63、einp_treatment02_ac63、einp_treatment03_ac63、einp_treatment04_ac63,未推送,,未推送,,未推送,
人力资源社会保障厅,养老离退休人员,einp_treatment04_ic10,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,待遇发放信息,einp_treatment01_ac63、einp_treatment02_ac63、einp_treatment03_ac63、einp_treatment04_ac63,未推送,,未推送,,未推送,
人力资源社会保障厅,养老离退休人员,scsb_resident01_ic10,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,待遇发放信息,einp_treatment01_ac63、einp_treatment02_ac63、einp_treatment03_ac63、einp_treatment04_ac63,未推送,,未推送,,未推送,
人力资源社会保障厅,养老离退休人员,scsb_resident04_ic10,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员月应付核定记录,einp_treatment01_ac82、einp_treatment02_ac82、einp_treatment03_ac82、einp_treatment04_ac82,未推送,,未推送,,未推送,
人力资源社会保障厅,养老离退休人员,scsb_scgioi_ic10,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员月应付核定记录,einp_treatment01_ac82、einp_treatment02_ac82、einp_treatment03_ac82、einp_treatment04_ac82,未推送,,未推送,,未推送,
人力资源社会保障厅,创业园区（孵化基地）入驻项目信息,rlzyshbzt_cb7s,正常,,正常,,正常,,,人力资源社会保障厅,人员月应付核定记录,einp_treatment01_ac82、einp_treatment02_ac82、einp_treatment03_ac82、einp_treatment04_ac82,未推送,,未推送,,未推送,
人力资源社会保障厅,创业孵化基地/创业园区入住项目（实体）信息,rlzyshbzt_cb78,正常,,正常,,正常,,,人力资源社会保障厅,人员月应付核定记录,einp_treatment01_ac82、einp_treatment02_ac82、einp_treatment03_ac82、einp_treatment04_ac82,未推送,,未推送,,未推送,
人力资源社会保障厅,创业孵化基地/园区信息表,rlzyshbzt_cb7a,正常,,正常,,正常,,,人力资源社会保障厅,人员应付核定计划项目明细,einp_treatment01_ac83、einp_treatment02_ac83、einp_treatment03_ac83、einp_treatment04_ac83,未推送,,未推送,,未推送,
人力资源社会保障厅,劳务专合社表,rlzyshbzt_labor_community,正常,,异常,大部分字段数据有单引号,未推送,,,人力资源社会保障厅,人员应付核定计划项目明细,einp_treatment01_ac83、einp_treatment02_ac83、einp_treatment03_ac83、einp_treatment04_ac83,未推送,,未推送,,未推送,
人力资源社会保障厅,劳务公司表,rlzyshbzt_labor_company,正常,,异常,大部分字段数据有单引号,未推送,,,人力资源社会保障厅,人员应付核定计划项目明细,einp_treatment01_ac83、einp_treatment02_ac83、einp_treatment03_ac83、einp_treatment04_ac83,未推送,,未推送,,未推送,
人力资源社会保障厅,劳务派遣单位,rlzyshbzt_ab01_lwpqdw,正常,,正常,,正常,,,人力资源社会保障厅,人员应付核定计划项目明细,einp_treatment01_ac83、einp_treatment02_ac83、einp_treatment03_ac83、einp_treatment04_ac83,未推送,,未推送,,未推送,
人力资源社会保障厅,劳动合同信息表,rlzyshbzt_bct1,正常,,正常,,正常,,,人力资源社会保障厅,人员特殊工作经历信息,einp_treatment01_ac19、einp_treatment02_ac19、einp_treatment03_ac19、einp_treatment04_ac19,未推送,,未推送,,未推送,
人力资源社会保障厅,劳动能力鉴定,rlzyshbzt_scgs_ly03,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员特殊工作经历信息,einp_treatment01_ac19、einp_treatment02_ac19、einp_treatment03_ac19、einp_treatment04_ac19,未推送,,未推送,,未推送,
人力资源社会保障厅,单位参保情况,scsb_reportqb_ab02,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员特殊工作经历信息,einp_treatment01_ac19、einp_treatment02_ac19、einp_treatment03_ac19、einp_treatment04_ac19,未推送,,未推送,,未推送,
人力资源社会保障厅,单位参保情况,scsb_zyshhx_ab02,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员特殊工作经历信息,einp_treatment01_ac19、einp_treatment02_ac19、einp_treatment03_ac19、einp_treatment04_ac19,未推送,,未推送,,未推送,
人力资源社会保障厅,单位基本信息,rlzyshbzt_rsrc_ab01,正常,,正常,,正常,,,人力资源社会保障厅,代码表(省),scsb_pub_aa10ex,未推送,,未推送,,未推送,
人力资源社会保障厅,单位基本信息数据表,rlzyshbzt_b_cp01,正常,,正常,,正常,,,人力资源社会保障厅,项目信息,scsb_pub_yb06,未推送,,未推送,,未推送,
人力资源社会保障厅,单位基本信息表,rlzyshbzt_ab01,正常,,正常,,正常,,,人力资源社会保障厅,建筑项目人员参保明细,scsb_pub_lc60,未推送,,未推送,,未推送,
人力资源社会保障厅,单位基本信息表,scsb_reportqb_ab01,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,项目征集信息,scsb_sub01_yb08、scsb_sub02_yb08、scsb_sub03_yb08,未推送,,未推送,,未推送,
人力资源社会保障厅,单位基本信息表,scsb_zyshhx_ab01_ah,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,项目征集信息,scsb_sub01_yb08、scsb_sub02_yb08、scsb_sub03_yb08,未推送,,未推送,,未推送,
人力资源社会保障厅,单位基本情况表,rlzyshbzt_sydbsgc_b01,正常,,正常,,正常,,,人力资源社会保障厅,项目征集信息,scsb_sub01_yb08、scsb_sub02_yb08、scsb_sub03_yb08,未推送,,未推送,,未推送,
人力资源社会保障厅,单位征缴明细,einp_collection01_ab07,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,工伤待遇享受人员基本信息,scsb_sub01_lc01、scsb_sub02_lc01、scsb_sub03_lc01、scsb_sub04_lc01_ah,未推送,,未推送,,未推送,
人力资源社会保障厅,单位征缴明细,einp_collection02_ab07,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,工伤待遇享受人员基本信息,scsb_sub01_lc01、scsb_sub02_lc01、scsb_sub03_lc01、scsb_sub04_lc01_ah,未推送,,未推送,,未推送,
人力资源社会保障厅,单位征缴明细,einp_collection03_ab07,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,工伤待遇享受人员基本信息,scsb_sub01_lc01、scsb_sub02_lc01、scsb_sub03_lc01、scsb_sub04_lc01_ah,未推送,,未推送,,未推送,
人力资源社会保障厅,单位征缴明细,einp_collection04_ab07,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,工伤待遇享受人员基本信息,scsb_sub01_lc01、scsb_sub02_lc01、scsb_sub03_lc01、scsb_sub04_lc01_ah,未推送,,未推送,,未推送,
人力资源社会保障厅,单位月订单汇总,scsb_zyshhx_lc73,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员核定信息,scsb_scgioi_ac43,未推送,,未推送,,未推送,
人力资源社会保障厅,单位认证信息表,rlzyshbzt_cb20,正常,,正常,,正常,,,人力资源社会保障厅,人员核定明细,scsb_scgioi_ac44,未推送,,未推送,,未推送,
人力资源社会保障厅,四川省专业技术人员职业资格电子证书信息表,rlzyshbzt_t_diploma_data,正常,,正常,,正常,,,人力资源社会保障厅,个人账户,scsb_scgioi_ac50,未推送,,未推送,,未推送,
人力资源社会保障厅,在校大学生基础信息表,rlzyshbzt_dc31,正常,,正常,,正常,,,人力资源社会保障厅,个人账户年度台账,scsb_scgioi_ac51,未推送,,未推送,,未推送,
人力资源社会保障厅,在职个人账户,einp_collection01_ac50,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,养老离退休人员,scsb_scgioi_ic10,未推送,,未推送,,未推送,
人力资源社会保障厅,在职个人账户,einp_collection02_ac50,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,享受定期待遇人员,scsb_scgioi_ac60,未推送,,未推送,,未推送,
人力资源社会保障厅,在职个人账户,einp_collection03_ac50,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员定期待遇项目明细,scsb_scgioi_ac61,未推送,,未推送,,未推送,
人力资源社会保障厅,在职个人账户,einp_collection04_ac50,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,待遇发放方式,scsb_scgioi_ac63_ah,未推送,,未推送,,未推送,
人力资源社会保障厅,在职人员账户年度台账,einp_collection01_ac51,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员应付计划事件,scsb_scgioi_ac82,未推送,,未推送,,未推送,
人力资源社会保障厅,在职人员账户年度台账,einp_collection02_ac51,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,人员应付计划明细,scsb_scgioi_ac83,未推送,,未推送,,未推送,
人力资源社会保障厅,在职人员账户年度台账,einp_collection03_ac51,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,年金账户,scsb_scgioi_id40,未推送,,未推送,,未推送,
人力资源社会保障厅,在职人员账户年度台账,einp_collection04_ac51,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,年金待遇核定事件,scsb_scgioi_id23,未推送,,未推送,,未推送,
人力资源社会保障厅,培训机构信息表,rlzyshbzt_df01,正常,,正常,,正常,,,人力资源社会保障厅,年金定期待遇,scsb_scgioi_id19,未推送,,未推送,,未推送,
人力资源社会保障厅,失业保险人员实收明细,einp_collection01_ac95,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,年金人员支付事件明细,scsb_scgioi_id66,未推送,,未推送,,未推送,
人力资源社会保障厅,失业保险人员实收明细,einp_collection02_ac95,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,业务等待投资通知明细,scsb_scgioi_id56,未推送,,未推送,,未推送,
人力资源社会保障厅,失业保险人员实收明细,einp_collection03_ac95,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,年金投资组合,scsb_scgioi_id24,未推送,,未推送,,未推送,
人力资源社会保障厅,失业保险人员实收明细,einp_collection04_ac95,正常,已经到前置机，未对账,未推送,,未推送,,,人力资源社会保障厅,中人视同结果表,scsb_scgioi_ac94,未推送,,未推送,,未推送,
人力资源社会保障厅,失业登记信息表,rlzyshbzt_cc02,正常,,正常,,正常,,,人力资源社会保障厅,机关代码表,scsb_scgioi_aa10,未推送,,未推送,,未推送,
人力资源社会保障厅,失业补助金申领表,rlzyshbzt_ac93,正常,,正常,,正常,,,人力资源社会保障厅,人员参保关系,scsb_resident01_ac02、scsb_resident04_ac02,未推送,,未推送,,未推送,
人力资源社会保障厅,学历学位信息,rlzyshbzt_rsrc_ac0r,正常,,正常,,正常,,,人力资源社会保障厅,人员参保关系,scsb_resident01_ac02、scsb_resident04_ac02,未推送,,未推送,,未推送,
人力资源社会保障厅,学员信息表（学员班级管理信息表）,rlzyshbzt_dc05,正常,,正常,,正常,,,人力资源社会保障厅,人员核定信息(城乡养老),scsb_resident01_ac43_170、scsb_resident04_ac43_170,未推送,,未推送,,未推送,
